acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z
820, -908, 16052, -153, -135, 998
924, -888, 15756, -96, -163, 1012
884, -888, 15760, -76, -163, 991
816, -988, 15728, -72, -156, 995
916, -836, 15784, -75, -152, 967
852, -824, 15808, -81, -159, 953
860, -776, 15772, -56, -136, 951
1000, -836, 15872, -67, -144, 970
980, -768, 16028, -85, -163, 954
868, -812, 15988, -68, -188, 960
820, -696, 15972, -117, -183, 970
944, -740, 15828, -128, -163, 995
956, -592, 15904, -138, -129, 979
928, -672, 16008, -111, -145, 986
940, -756, 15892, -162, -153, 994
908, -780, 15840, -148, -148, 966
772, -644, 15696, -144, -153, 979
884, -828, 15836, -116, -146, 971
876, -836, 15748, -99, -120, 987
864, -808, 15888, -72, -139, 980
836, -764, 15816, -73, -192, 984
824, -836, 15848, -65, -181, 975
956, -772, 15700, -68, -197, 982
892, -780, 15844, -50, -225, 1061
924, -828, 15784, -57, -217, 1037
712, -852, 15752, -31, -214, 1029
764, -884, 15740, -26, -218, 1047
832, -852, 15848, -25, -238, 1020
892, -732, 15888, 15, -190, 1002
856, -808, 15700, 3, -176, 971
964, -756, 16008, 11, -156, 978
856, -772, 15848, 2, -168, 950
960, -748, 15892, -21, -185, 960
924, -676, 15940, -55, -215, 959
928, -668, 15808, -79, -218, 1019
928, -672, 15876, -120, -208, 1028
952, -532, 15896, -165, -228, 1055
884, -784, 16020, -205, -219, 1030
888, -776, 16012, -186, -205, 1032
860, -820, 15804, -236, -203, 991
924, -852, 15852, -206, -185, 968
836, -928, 15732, -220, -141, 953
860, -808, 15780, -245, -117, 926
780, -848, 15836, -240, -95, 932
912, -760, 15740, -209, -128, 909
992, -780, 15888, -243, -140, 940
1000, -792, 15828, -205, -195, 976
920, -716, 15836, -219, -219, 983
1004, -896, 15732, -201, -209, 1013
948, -864, 15704, -196, -196, 1042
860, -796, 15748, -154, -197, 1035
876, -772, 15956, -129, -225, 1032
780, -800, 15720, -106, -237, 1011
836, -760, 15740, -91, -195, 1049
832, -712, 16072, -140, -197, 1037
816, -688, 15760, -140, -187, 1030
964, -716, 15812, -156, -184, 1038
872, -792, 15728, -214, -175, 991
864, -784, 15652, -256, -142, 985
952, -808, 15716, -288, -87, 938
808, -832, 15692, -311, -61, 941
800, -812, 15864, -328, -55, 915
828, -812, 15912, -319, -141, 902
976, -728, 15736, -354, -146, 884
916, -844, 15636, -333, -131, 909
880, -844, 15832, -326, -108, 938
884, -900, 15676, -296, -109, 927
860, -900, 15760, -247, -157, 943
780, -884, 15724, -202, -138, 918
948, -868, 15904, -180, -150, 878
864, -760, 15836, -136, -141, 882
976, -788, 15808, -119, -87, 858
948, -820, 15876, -151, -125, 847
852, -736, 15876, -119, -150, 852
828, -724, 15808, -131, -98, 893
908, -724, 15836, -186, -164, 906
892, -652, 15828, -180, -162, 923
956, -816, 15812, -189, -161, 923
876, -820, 15868, -191, -137, 948
832, -736, 15924, -189, -139, 941
852, -876, 15776, -174, -173, 940
808, -800, 15764, -147, -155, 939
868, -892, 15776, -108, -185, 923
912, -808, 15804, -112, -182, 914
812, -768, 15712, -112, -151, 930
836, -896, 15744, -114, -111, 907
928, -804, 15784, -96, -78, 885
740, -880, 15892, -99, -80, 850
852, -792, 15848, -82, -96, 863
876, -820, 15756, -96, -111, 840
900, -744, 15804, -104, -109, 857
880, -796, 15852, -110, -102, 852
876, -760, 15960, -163, -68, 871
860, -720, 15728, -176, -25, 851
840, -740, 15912, -191, 13, 860
896, -832, 15752, -183, 31, 844
832, -832, 15860, -165, 28, 837
892, -924, 15616, -110, 42, 875
868, -796, 15936, -114, -5, 886
880, -808, 15920, -75, -29, 905
792, -712, 15912, -48, -63, 949
936, -760, 15860, -32, -95, 980
944, -860, 15880, -19, -101, 983
880, -760, 15828, -46, -144, 1020
732, -836, 15788, -58, -143, 1023
724, -792, 15880, -67, -132, 995
804, -760, 15848, -78, -117, 967
756, -752, 15944, -102, -98, 943
772, -800, 15944, -91, -87, 930
692, -888, 15792, -110, -67, 896
856, -768, 15848, -117, -63, 877
804, -748, 15876, -145, -51, 868
832, -748, 15920, -127, -39, 896
920, -788, 16052, -117, -81, 901
812, -832, 15828, -98, -100, 958
856, -808, 15872, -112, -127, 983
936, -796, 15908, -88, -161, 987
892, -724, 15868, -117, -154, 1037
768, -852, 15792, -120, -156, 1022
728, -928, 15856, -139, -140, 993
768, -860, 15632, -129, -147, 954
868, -852, 15964, -129, -138, 934
708, -788, 15844, -142, -107, 908
836, -864, 15804, -125, -132, 900
696, -776, 15784, -126, -117, 905
816, -872, 15856, -131, -89, 913
888, -848, 15772, -131, -126, 923
792, -704, 15812, -140, -106, 941
880, -820, 15828, -146, -117, 922
836, -772, 15836, -124, -96, 934
848, -768, 15880, -143, -93, 970
832, -588, 15976, -127, -133, 963
884, -816, 15968, -112, -168, 952
880, -796, 15868, -84, -190, 973
828, -708, 15892, -118, -153, 982
820, -768, 15908, -134, -125, 994
812, -748, 15924, -140, -114, 1023
876, -884, 15864, -120, -135, 1031
768, -840, 15752, -139, -194, 1067
852, -704, 15812, -81, -229, 1071
836, -800, 15780, -81, -200, 1070
888, -704, 15740, -83, -197, 1062
840, -840, 15776, -104, -174, 1045
804, -804, 15720, -86, -157, 1037
816, -812, 15804, -107, -133, 1039
784, -776, 15808, -81, -151, 1046
840, -836, 15860, -82, -196, 1042
784, -716, 15888, -91, -195, 1048
772, -684, 15748, -125, -173, 1049
796, -792, 15720, -83, -180, 1058
884, -768, 15732, -119, -167, 1050
744, -868, 15764, -103, -151, 1036
952, -692, 15920, -102, -180, 1017
720, -760, 15876, -100, -181, 1038
808, -788, 15948, -126, -164, 1038
804, -640, 15868, -90, -171, 1023
888, -628, 15876, -138, -159, 1027
788, -760, 15716, -148, -96, 1016
748, -740, 15836, -159, -116, 1026
820, -772, 15932, -168, -120, 1022
672, -804, 15708, -176, -95, 1013
804, -844, 15728, -136, -140, 1027
816, -828, 15868, -142, -186, 994
964, -716, 15808, -161, -209, 1021
792, -828, 15624, -177, -160, 1002
960, -740, 15724, -196, -184, 1014
788, -800, 15808, -224, -188, 1003
768, -876, 15940, -185, -181, 1018
788, -808, 15752, -200, -195, 1004
772, -820, 15648, -198, -173, 987
720, -968, 15856, -179, -157, 941
848, -860, 15812, -156, -184, 917
832, -868, 15880, -172, -188, 917
872, -816, 15728, -175, -137, 935
916, -772, 15888, -163, -84, 938
876, -832, 15864, -157, -128, 959
940, -780, 15904, -114, -153, 947
892, -816, 15968, -87, -179, 963
788, -776, 15932, -72, -185, 996
940, -828, 15852, -102, -163, 1019
1000, -780, 15852, -62, -142, 1024
904, -728, 16004, -88, -163, 1027
808, -744, 15792, -110, -192, 1005
896, -824, 15832, -116, -163, 1029
920, -664, 15912, -180, -141, 1017
848, -764, 15736, -192, -131, 1004
804, -700, 16020, -194, -134, 971
828, -684, 15804, -200, -138, 959
876, -624, 15668, -209, -139, 962
796, -708, 15708, -233, -68, 996
740, -776, 15880, -257, -63, 997
836, -788, 16020, -243, -103, 1008
780, -784, 15720, -264, -132, 1004
864, -764, 15840, -293, -163, 978
604, -816, 15840, -300, -154, 978
768, -916, 15676, -263, -145, 955
712, -836, 15720, -213, -125, 927
788, -928, 15632, -174, -120, 929
700, -824, 15592, -164, -117, 905
756, -920, 15796, -133, -118, 919
756, -756, 15600, -91, -118, 936
736, -772, 15836, -99, -140, 950
844, -728, 15948, -63, -185, 947
804, -764, 15772, -58, -174, 968
740, -780, 15808, -60, -180, 952
796, -808, 16000, -43, -175, 953
800, -712, 15928, -62, -141, 946
844, -688, 15764, -93, -137, 935
852, -776, 15912, -96, -154, 893
828, -724, 16052, -124, -188, 916
816, -628, 15920, -132, -170, 903
804, -688, 15952, -157, -185, 922
760, -696, 15880, -194, -129, 929
864, -744, 15724, -202, -147, 916
864, -764, 15848, -176, -122, 938
828, -776, 15904, -156, -127, 961
744, -800, 15888, -144, -132, 969
644, -776, 15940, -126, -117, 945
724, -860, 15864, -94, -123, 933
672, -892, 15704, -84, -116, 940
784, -816, 15928, -53, -113, 903
764, -856, 15900, -47, -127, 913
780, -760, 15736, -35, -111, 943
776, -656, 15824, -4, -117, 932
832, -800, 15764, -60, -166, 952
872, -848, 15788, -53, -191, 981
848, -808, 15720, -72, -194, 1022
844, -780, 15868, -98, -236, 1028
732, -780, 15804, -71, -232, 1053
748, -688, 15944, -88, -210, 1055
660, -828, 15868, -95, -201, 1024
860, -720, 15912, -98, -162, 972
672, -696, 15860, -76, -122, 940
688, -764, 15944, -95, -102, 940
716, -664, 15980, -53, -120, 915
796, -836, 15964, -84, -109, 933
788, -704, 15824, -104, -115, 949
856, -716, 15984, -114, -134, 980
784, -776, 15836, -112, -132, 991
872, -796, 15912, -108, -112, 1006
720, -760, 15932, -86, -118, 990
700, -760, 15968, -126, -106, 962
680, -748, 15940, -129, -82, 970
800, -768, 15904, -119, -88, 944
704, -724, 15816, -97, -113, 933
764, -804, 16020, -124, -91, 944
740, -708, 15848, -102, -134, 976
852, -704, 15980, -119, -165, 1011
792, -840, 15716, -142, -176, 1017
736, -656, 15880, -105, -184, 1045
752, -752, 15816, -144, -198, 1050
656, -768, 15744, -123, -208, 1023
736, -784, 15688, -120, -178, 1050
668, -812, 15824, -117, -186, 1018
684, -656, 15800, -90, -179, 990
816, -792, 15864, -138, -181, 974
712, -816, 15612, -125, -162, 939
752, -752, 15676, -128, -129, 938
764, -788, 15824, -185, -158, 948
728, -796, 15728, -160, -160, 982
792, -784, 15760, -208, -193, 975
824, -780, 15740, -193, -160, 986
732, -828, 15800, -195, -199, 981
792, -756, 15936, -175, -180, 1016
812, -816, 15732, -144, -165, 984
732, -808, 16024, -105, -135, 1020
768, -712, 15800, -93, -154, 998
652, -804, 16020, -85, -154, 1004
820, -720, 15756, -73, -151, 998
808, -748, 15956, -103, -127, 1007
872, -732, 15956, -98, -142, 990
868, -708, 15932, -117, -152, 996
668, -696, 15876, -151, -106, 1008
724, -704, 15904, -163, -116, 991
828, -776, 15932, -156, -129, 1010
752, -708, 15844, -170, -149, 1017
732, -756, 15828, -189, -167, 1013
720, -720, 15904, -186, -180, 1020
728, -804, 15860, -205, -204, 1042
788, -792, 15676, -192, -210, 1012
656, -764, 15732, -202, -179, 1018
712, -832, 15772, -178, -159, 988
688, -832, 15652, -167, -135, 968
644, -800, 15580, -129, -134, 962
696, -808, 15748, -121, -162, 929
696, -708, 15704, -102, -141, 951
668, -680, 15864, -66, -158, 942
744, -708, 15968, -68, -177, 958
876, -692, 15816, -90, -202, 1000
656, -728, 15840, -91, -191, 993
776, -836, 15936, -80, -230, 1050
640, -704, 15844, -105, -238, 1057
784, -752, 16000, -108, -239, 1038
736, -792, 15748, -116, -215, 1021
792, -804, 15780, -192, -179, 995
672, -648, 15848, -202, -123, 968
772, -732, 15796, -206, -160, 939
756, -728, 15912, -241, -140, 932
880, -716, 15744, -257, -119, 952
852, -704, 15920, -301, -122, 984
768, -776, 15764, -233, -130, 1000
612, -856, 15704, -221, -185, 1042
740, -820, 15848, -159, -234, 1037
720, -868, 15764, -117, -246, 1047
780, -808, 15620, -68, -235, 1046
680, -776, 15748, -70, -231, 1014
592, -820, 15844, -57, -240, 998
712, -740, 15840, -68, -227, 999
780, -828, 15824, -110, -212, 963
644, -760, 15812, -83, -205, 938
672, -708, 15860, -137, -185, 936
704, -796, 15932, -162, -171, 922
792, -756, 15828, -172, -169, 908
840, -636, 15984, -171, -172, 915
896, -736, 15848, -192, -138, 904
828, -748, 15748, -169, -98, 901
800, -668, 15904, -160, -86, 934
784, -796, 16032, -176, -103, 935
796, -828, 15956, -151, -147, 973
836, -780, 15932, -155, -171, 969
848, -868, 15944, -144, -170, 1002
792, -680, 15832, -117, -177, 1027
748, -908, 15908, -89, -179, 1075
688, -660, 15940, -66, -191, 1089
636, -872, 15880, -33, -222, 1106
644, -704, 15916, -37, -205, 1102
744, -696, 15788, -11, -203, 1077
608, -748, 15664, -55, -183, 1066
592, -668, 15740, -82, -173, 1036
704, -768, 15856, -141, -176, 1012
700, -712, 15772, -149, -160, 1028
824, -688, 15812, -164, -141, 989
680, -800, 15852, -133, -150, 967
640, -704, 15768, -186, -159, 957
700, -808, 15676, -157, -162, 961
668, -712, 15868, -98, -173, 983
708, -712, 15900, -101, -179, 991
612, -864, 15836, -60, -221, 979
780, -764, 15836, -45, -257, 1015
800, -796, 15932, -6, -248, 1020
844, -772, 15692, -15, -273, 988
764, -756, 15780, -7, -270, 1013
752, -764, 15848, 36, -257, 1007
684, -820, 15924, 11, -256, 996
764, -668, 15740, -32, -255, 972
684, -760, 15940, -6, -217, 964
728, -716, 15924, -47, -225, 968
724, -816, 16036, -103, -224, 940
760, -656, 15816, -152, -197, 939
748, -640, 15788, -151, -217, 929
924, -632, 15904, -194, -195, 953
904, -728, 15940, -234, -188, 917
852, -708, 15800, -243, -198, 953
768, -720, 15812, -226, -189, 949
784, -728, 15708, -248, -186, 993
764, -640, 15988, -289, -171, 1016
848, -788, 15840, -237, -184, 1025
796, -784, 15808, -259, -224, 1032
764, -776, 15700, -230, -223, 1047
800, -720, 15784, -231, -202, 1055
720, -852, 15696, -224, -188, 1023
768, -764, 15676, -186, -154, 994
824, -792, 15820, -183, -134, 999
740, -776, 15852, -162, -190, 1019
680, -800, 15780, -122, -202, 1029
664, -672, 15800, -118, -228, 1061
808, -624, 15752, -123, -272, 1071
788, -740, 15864, -147, -263, 1098
764, -648, 15792, -141, -242, 1080
644, -848, 15740, -138, -231, 1071
640, -760, 15840, -97, -233, 1061
708, -740, 15852, -113, -207, 1034
656, -708, 15792, -126, -171, 1015
740, -644, 15748, -129, -178, 990
744, -760, 15884, -132, -177, 971
780, -692, 15932, -147, -179, 976
796, -684, 15848, -179, -172, 959
720, -716, 15904, -212, -187, 990
892, -660, 15776, -217, -151, 995
868, -836, 15784, -270, -141, 993
724, -788, 15848, -236, -171, 980
880, -744, 15920, -215, -166, 980
712, -836, 15812, -219, -169, 967
776, -720, 15804, -160, -167, 988
820, -732, 15932, -129, -223, 1004
892, -820, 15792, -94, -199, 994
856, -812, 15708, -77, -232, 986
788, -740, 15816, -120, -246, 1009
748, -808, 15784, -119, -232, 1002
652, -760, 15732, -81, -273, 992
792, -732, 15780, -102, -296, 1003
676, -736, 15736, -130, -319, 995
708, -812, 15728, -139, -304, 1000
760, -736, 15776, -104, -244, 988
736, -744, 15944, -121, -258, 986
736, -816, 15856, -115, -242, 951
664, -752, 15840, -140, -223, 939
732, -672, 15732, -147, -190, 912
804, -756, 15864, -164, -188, 900
784, -732, 15816, -148, -144, 915
700, -740, 15928, -151, -153, 880
784, -688, 15896, -103, -171, 916
852, -628, 16060, -65, -188, 926
832, -612, 15772, -94, -215, 954
816, -620, 15964, -114, -216, 969
824, -828, 15868, -152, -231, 1020
824, -696, 15816, -169, -255, 1051
876, -716, 15936, -187, -263, 1054
660, -656, 15804, -161, -245, 1058
744, -792, 15900, -192, -227, 1064
732, -752, 15804, -189, -214, 1032
636, -780, 15800, -171, -173, 994
876, -728, 15780, -201, -139, 939
768, -832, 15864, -178, -178, 944
660, -720, 15856, -190, -219, 944
704, -796, 15820, -172, -242, 960
856, -828, 15968, -173, -281, 980
800, -744, 15844, -157, -287, 1022
884, -808, 15776, -187, -282, 1027
784, -892, 15756, -178, -290, 1028
708, -816, 15800, -161, -280, 1011
744, -704, 15696, -158, -295, 1013
792, -748, 15772, -142, -267, 1015
720, -712, 15768, -143, -266, 1009
748, -740, 16000, -147, -252, 978
744, -684, 15852, -137, -263, 928
792, -680, 15848, -160, -237, 970
796, -632, 15856, -198, -214, 983
832, -720, 15944, -207, -254, 978
752, -720, 15868, -231, -252, 1009
668, -752, 15860, -209, -268, 1012
664, -712, 15976, -221, -241, 993
724, -700, 15832, -219, -247, 990
720, -840, 15824, -221, -243, 972
848, -720, 15856, -208, -258, 938
700, -652, 15788, -200, -240, 941
852, -676, 15760, -213, -236, 920
792, -632, 15688, -217, -216, 958
848, -676, 15928, -192, -224, 962
756, -676, 15968, -192, -257, 972
844, -836, 15756, -172, -274, 1004
652, -732, 15952, -136, -242, 1014
760, -776, 15944, -153, -251, 991
736, -768, 15724, -157, -221, 1001
748, -868, 15896, -136, -224, 1002
700, -708, 15808, -135, -215, 1000
680, -784, 15800, -133, -190, 980
752, -644, 15688, -144, -211, 1002
716, -764, 15876, -165, -218, 982
736, -760, 15772, -146, -232, 985
828, -708, 15680, -151, -250, 973
788, -824, 15776, -160, -206, 977
708, -704, 15812, -158, -205, 979
904, -844, 15760, -127, -196, 967
684, -788, 15800, -108, -210, 942
624, -720, 15856, -68, -232, 957
776, -768, 15760, -72, -205, 949
804, -724, 15796, -45, -204, 948
756, -740, 16016, -59, -223, 950
692, -580, 16060, -67, -223, 947
800, -676, 15936, -88, -258, 980
836, -764, 15804, -124, -244, 1014
820, -668, 15860, -150, -231, 1006
844, -604, 15860, -162, -241, 1011
816, -612, 15932, -185, -253, 1005
728, -716, 15836, -176, -220, 998
712, -788, 15740, -218, -238, 996
764, -828, 15884, -244, -227, 1015
780, -820, 15840, -220, -233, 1007
724, -812, 15764, -224, -225, 958
736, -776, 15756, -180, -181, 948
780, -916, 15764, -163, -171, 954
736, -784, 15788, -163, -180, 980
812, -816, 15772, -123, -202, 984
768, -896, 15856, -114, -222, 975
700, -816, 15792, -83, -230, 1021
844, -692, 15748, -112, -236, 1004
700, -816, 15768, -110, -208, 1004
788, -724, 15632, -94, -192, 1006
816, -708, 15892, -66, -187, 996
720, -704, 15876, -36, -186, 988
856, -696, 15916, -77, -203, 998
860, -736, 15912, -84, -203, 1010
808, -632, 15920, -91, -225, 1033
728, -692, 15832, -67, -226, 1019
704, -776, 15756, -71, -227, 1015
780, -840, 16004, -82, -242, 1000
760, -728, 15748, -99, -237, 984
768, -728, 15844, -89, -228, 985
776, -708, 15788, -93, -239, 946
808, -688, 15880, -106, -266, 956
708, -648, 15840, -79, -244, 935
864, -676, 15712, -93, -248, 957
784, -800, 15904, -115, -261, 970
736, -716, 15820, -68, -258, 984
700, -828, 15788, -58, -269, 956
796, -684, 15864, -70, -260, 967
808, -708, 15836, -89, -214, 939
668, -780, 15892, -146, -183, 922
756, -720, 15968, -105, -218, 940
848, -724, 16068, -121, -185, 942
788, -768, 15924, -100, -205, 940
796, -748, 15912, -130, -162, 942
836, -696, 15920, -147, -136, 950
812, -684, 15888, -171, -152, 926
800, -684, 15808, -154, -171, 913
792, -748, 15964, -154, -172, 935
848, -768, 15728, -164, -168, 928
816, -760, 15808, -153, -204, 971
776, -780, 15908, -204, -165, 964
780, -772, 15840, -219, -186, 985
896, -720, 16000, -237, -196, 985
796, -876, 15860, -211, -254, 982
740, -820, 15960, -231, -265, 971
808, -812, 15772, -189, -282, 1007
628, -872, 15720, -158, -274, 1027
728, -724, 15716, -71, -289, 1040
740, -860, 15792, -45, -298, 1038
644, -756, 15844, -21, -341, 1051
832, -724, 15636, -6, -306, 1019
820, -752, 15800, -18, -316, 1017
760, -656, 15848, -76, -291, 1029
820, -600, 15772, -91, -279, 1038
812, -632, 15772, -137, -261, 1034
732, -688, 15824, -187, -263, 1042
764, -716, 15960, -228, -218, 1001
812, -732, 15748, -277, -197, 990
644, -688, 15844, -287, -205, 967
752, -740, 15780, -287, -235, 951
780, -744, 15764, -308, -223, 930
856, -696, 15816, -274, -178, 960
764, -728, 15800, -292, -175, 951
864, -888, 15728, -253, -205, 978
812, -740, 15840, -220, -215, 1003
816, -828, 15948, -187, -227, 1037
840, -848, 15860, -149, -247, 1042
720, -772, 15848, -100, -229, 1039
760, -708, 15756, -77, -228, 1024
748, -744, 15900, -87, -248, 978
752, -752, 15756, -87, -233, 976
748, -708, 15760, -121, -216, 970
776, -716, 15752, -140, -193, 964
832, -620, 15984, -201, -218, 966
800, -660, 15768, -189, -218, 964
672, -608, 15896, -215, -232, 990
636, -716, 15836, -212, -228, 961
816, -760, 15808, -201, -208, 967
800, -744, 15844, -185, -148, 941
708, -792, 15740, -170, -152, 927
680, -932, 15804, -140, -144, 904
772, -796, 15904, -132, -162, 885
792, -696, 15824, -111, -198, 886
836, -704, 15836, -91, -220, 908
912, -752, 16000, -99, -234, 949
912, -688, 15824, -109, -243, 994
864, -712, 15848, -114, -279, 1005
744, -724, 15956, -136, -317, 1021
792, -840, 15904, -150, -307, 998
764, -728, 15764, -176, -256, 982
716, -780, 15860, -194, -219, 949
800, -860, 15768, -181, -189, 904
832, -644, 15880, -205, -143, 863
852, -820, 16000, -197, -126, 860
736, -744, 15660, -197, -140, 846
780, -632, 15928, -243, -133, 865
800, -660, 15968, -226, -142, 880
760, -748, 15904, -243, -163, 931
864, -684, 15924, -233, -231, 964
836, -776, 15876, -259, -269, 975
832, -732, 15860, -227, -283, 992
844, -792, 15748, -241, -283, 1002
904, -792, 15788, -211, -265, 1016
724, -800, 15824, -205, -298, 1014
748, -812, 15844, -171, -288, 1030
580, -756, 15912, -145, -279, 1027
736, -664, 15852, -138, -292, 1002
764, -712, 15780, -121, -294, 992
692, -728, 15772, -178, -264, 979
832, -728, 15932, -199, -246, 960
712, -696, 15804, -181, -215, 981
780, -740, 15844, -202, -220, 950
668, -832, 15944, -184, -214, 959
800, -764, 15856, -129, -259, 961
824, -656, 15876, -130, -271, 972
720, -616, 15936, -111, -276, 972
792, -788, 15856, -132, -285, 982
720, -740, 16016, -133, -293, 985
852, -648, 15824, -119, -304, 976
792, -640, 15844, -182, -267, 991
896, -856, 15720, -169, -237, 976
796, -832, 15956, -186, -229, 973
844, -780, 15940, -197, -250, 952
928, -684, 15880, -176, -276, 942
856, -696, 15860, -189, -260, 967
876, -704, 15792, -223, -288, 986
884, -788, 15888, -244, -295, 998
884, -728, 15748, -272, -289, 1018
724, -760, 15704, -247, -267, 1020
736, -784, 15836, -268, -258, 997
736, -808, 15792, -287, -218, 990
736, -820, 15760, -286, -235, 963
704, -872, 15900, -234, -228, 945
696, -836, 15800, -243, -261, 920
708, -788, 15812, -230, -237, 916
760, -720, 15724, -240, -238, 888
880, -820, 15780, -272, -192, 866
824, -768, 15900, -266, -192, 849
796, -856, 15764, -270, -208, 831
792, -720, 15920, -267, -194, 828
856, -780, 15816, -265, -167, 861
892, -740, 15988, -269, -150, 820
816, -832, 15780, -250, -143, 824
844, -892, 15876, -204, -201, 819
776, -844, 15968, -170, -217, 823
872, -756, 15928, -167, -250, 815
956, -748, 15856, -164, -205, 874
792, -788, 15740, -139, -205, 904
888, -728, 15904, -96, -209, 954
864, -828, 15904, -108, -234, 939
760, -728, 15920, -88, -231, 971
708, -732, 15892, -95, -241, 974
820, -836, 15812, -94, -203, 955
928, -824, 15740, -123, -193, 955
804, -784, 15920, -90, -175, 950
924, -728, 15824, -138, -170, 922
772, -684, 15880, -150, -208, 949
872, -720, 15868, -177, -230, 954
884, -660, 15892, -195, -225, 972
944, -704, 15856, -226, -199, 1004
804, -708, 15784, -271, -227, 1013
848, -800, 15684, -268, -223, 1028
756, -808, 15780, -228, -210, 1007
640, -816, 15888, -257, -197, 986
660, -776, 15676, -208, -226, 976
784, -788, 15760, -201, -251, 948
796, -724, 15800, -153, -238, 917
852, -860, 15676, -178, -214, 939
728, -796, 15948, -179, -210, 928
780, -832, 15788, -157, -206, 949
736, -824, 16016, -133, -229, 941
748, -736, 15840, -123, -234, 935
800, -696, 15912, -102, -241, 918
852, -892, 15928, -62, -296, 905
832, -736, 15788, -117, -284, 891
716, -704, 15900, -133, -238, 904
888, -784, 15924, -170, -203, 906
876, -784, 15936, -218, -174, 891
780, -644, 15688, -209, -180, 877
776, -720, 15872, -209, -124, 865
804, -748, 15828, -206, -110, 876
864, -608, 15896, -240, -94, 859
764, -784, 15856, -220, -137, 893
708, -856, 15996, -222, -146, 947
816, -840, 15916, -245, -195, 961
776, -760, 15840, -204, -186, 966
948, -784, 15732, -216, -153, 987
872, -832, 15772, -243, -182, 975
876, -760, 15768, -225, -206, 989
872, -796, 15780, -202, -214, 987
796, -756, 15844, -216, -199, 1029
880, -748, 15896, -163, -194, 1017
712, -664, 15760, -159, -214, 1022
788, -812, 15728, -195, -192, 996
876, -832, 16048, -170, -188, 962
788, -808, 15844, -217, -173, 976
816, -756, 15820, -218, -165, 992
868, -748, 15648, -236, -195, 981
884, -780, 15984, -256, -171, 994
760, -700, 15852, -264, -190, 1003
860, -868, 15932, -279, -147, 1007
844, -848, 15896, -240, -133, 1000
712, -932, 15796, -230, -124, 993
764, -840, 15796, -177, -132, 987
808, -856, 15772, -185, -152, 990
792, -748, 15796, -135, -148, 987
764, -920, 15904, -114, -171, 1003
820, -732, 15888, -113, -184, 1006
832, -724, 15812, -120, -190, 1050
852, -740, 15920, -131, -215, 1073
756, -696, 15976, -119, -251, 1071
780, -696, 15840, -151, -269, 1114
720, -912, 15736, -149, -262, 1077
820, -740, 15684, -168, -242, 1060
792, -772, 15756, -169, -201, 1047
720, -736, 15760, -146, -217, 1020
708, -808, 15760, -134, -200, 985
724, -828, 15728, -133, -176, 969
700, -784, 15740, -92, -214, 966
708, -748, 15692, -91, -228, 957
764, -672, 15636, -86, -196, 975
788, -768, 15816, -95, -181, 975
852, -864, 15756, -36, -205, 999
792, -772, 15860, -36, -268, 1012
848, -804, 15896, -29, -278, 1060
916, -752, 15852, -14, -300, 1058
704, -800, 15892, 9, -301, 1088
876, -716, 15792, -51, -292, 1111
848, -772, 15888, -25, -300, 1113
820, -748, 15920, -71, -289, 1088
868, -780, 15936, -59, -299, 1090
764, -780, 15836, -104, -260, 1078
792, -664, 15860, -126, -220, 1071
864, -788, 15812, -128, -201, 1063
776, -800, 15908, -131, -228, 1059
736, -852, 15776, -165, -236, 1044
836, -772, 15668, -181, -203, 1049
816, -788, 15896, -170, -232, 1036
828, -716, 15664, -184, -192, 1045
804, -800, 15772, -190, -185, 1057
816, -716, 15808, -174, -227, 1064
836, -728, 15880, -147, -250, 1067
700, -796, 15708, -188, -242, 1055
928, -836, 15808, -134, -232, 1075
664, -848, 15764, -110, -256, 1051
792, -768, 15824, -89, -286, 1066
720, -768, 15920, -65, -336, 1070
864, -716, 15888, -82, -334, 1100
780, -856, 15860, -76, -294, 1089
788, -816, 15832, -59, -291, 1094
708, -752, 16008, -48, -297, 1088
824, -796, 16052, -58, -291, 1049
768, -704, 16028, -78, -262, 1039
860, -596, 15832, -115, -243, 1040
892, -644, 15824, -151, -240, 1030
884, -672, 15764, -221, -264, 1031
936, -688, 15896, -254, -256, 1062
872, -608, 15824, -278, -267, 1075
896, -760, 15924, -260, -281, 1067
916, -696, 15824, -266, -267, 1055
820, -872, 15996, -272, -241, 1056
936, -884, 15864, -303, -204, 1068
836, -824, 15836, -311, -207, 1021
836, -832, 15888, -284, -189, 1014
820, -904, 15860, -258, -235, 1004
932, -844, 15832, -264, -279, 1033
848, -892, 15756, -227, -309, 1061
740, -868, 15932, -186, -292, 1103
892, -884, 15844, -158, -369, 1086
844, -704, 15804, -90, -377, 1112
848, -868, 15784, -80, -369, 1101
764, -776, 15740, -51, -352, 1107
804, -824, 15732, -10, -311, 1121
756, -764, 15792, 1, -358, 1116
872, -788, 15848, -9, -317, 1068
752, -788, 15820, 3, -301, 1047
676, -800, 15664, -22, -303, 1018
732, -620, 15728, -53, -254, 977
644, -668, 15632, -65, -225, 926
872, -720, 15796, -125, -216, 889
812, -700, 15616, -157, -177, 857
872, -812, 15728, -193, -101, 842
848, -780, 15796, -215, -84, 832
872, -884, 15908, -254, -101, 817
784, -768, 15920, -275, -117, 795
848, -880, 15932, -262, -141, 811
776, -864, 16036, -234, -152, 812
816, -776, 15820, -212, -154, 812
832, -788, 15792, -148, -144, 833
764, -756, 15768, -101, -105, 837
856, -840, 15944, -96, -117, 809
