acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z
4800, 252, 15300, -558, -157, 773
4640, 284, 15444, -554, -362, 835
4524, 56, 15600, -454, -804, 888
4768, -40, 15288, -352, -1055, 940
4940, -24, 14948, -293, -918, 990
4860, -32, 14928, -189, -749, 1050
4784, -4, 15184, -126, -657, 1053
4736, -40, 15188, -60, -584, 1028
4704, 24, 15224, 36, -589, 995
4648, -52, 15256, 98, -672, 954
4816, 64, 15292, 101, -718, 915
4940, 132, 15060, 88, -541, 980
4996, 156, 15172, 84, -313, 1009
4840, 208, 15188, -2, -175, 1004
4856, 204, 15196, -35, -13, 955
4828, 340, 15436, -102, 143, 920
4788, 312, 15320, -226, 269, 872
4716, 296, 15328, -281, 404, 814
4808, 324, 15200, -414, 588, 766
4748, 340, 15316, -480, 699, 759
4708, 436, 15444, -593, 689, 724
4564, 252, 15304, -619, 533, 746
4652, 180, 15320, -593, 477, 725
4748, 104, 15108, -586, 519, 716
4664, 104, 15176, -549, 577, 753
4480, 56, 15208, -515, 553, 715
4492, -16, 15348, -461, 385, 677
4532, 40, 15280, -394, 235, 684
4612, -40, 15392, -324, 40, 708
4592, 60, 15280, -266, -277, 655
4752, 84, 15236, -277, -472, 647
4808, 52, 15136, -213, -420, 696
4592, 44, 15096, -212, -325, 748
4692, 24, 15248, -184, -331, 769
4688, 136, 15184, -143, -255, 731
4672, 172, 15196, -168, -156, 691
4668, 92, 15172, -175, -27, 660
4608, 244, 15220, -204, 138, 605
4612, 236, 15480, -216, 126, 582
4696, 32, 15560, -225, -84, 556
4656, 164, 15804, -246, -426, 631
4664, 244, 15628, -203, -899, 716
4716, 236, 15388, -123, -1193, 827
4812, 112, 15096, -83, -1207, 963
4728, -8, 14940, -15, -1109, 1035
4628, 24, 14960, 9, -1053, 1055
4728, -124, 15044, 89, -1033, 962
4648, -64, 14932, 71, -919, 893
4656, 52, 15008, 107, -752, 845
4756, 104, 15224, 120, -593, 791
4696, 96, 15152, 138, -421, 776
4880, 336, 15080, 49, -246, 772
4900, 320, 15148, 27, -57, 746
4892, 508, 15164, -65, 210, 757
4920, 360, 15196, -177, 444, 755
4864, 392, 15248, -311, 650, 743
4736, 508, 15372, -401, 862, 704
4868, 460, 15304, -479, 981, 707
4680, 404, 15440, -580, 1071, 670
4844, 284, 15348, -641, 1072, 697
4572, 172, 15572, -623, 873, 761
4740, 180, 15456, -624, 577, 799
4592, 124, 15336, -534, 299, 877
4480, 12, 15600, -420, -205, 965
4660, -200, 15540, -283, -816, 1005
4840, -160, 14844, -197, -977, 1049
4888, -192, 14792, -64, -802, 1154
4700, -200, 14744, 116, -735, 1221
4620, -236, 15204, 231, -828, 1243
4516, -100, 15108, 386, -876, 1182
4560, -136, 15120, 450, -816, 1136
4528, -48, 15244, 464, -732, 1084
4576, -8, 15328, 420, -637, 1005
4688, 168, 15216, 355, -532, 990
4764, 308, 15184, 249, -459, 963
4748, 380, 15120, 195, -327, 963
4696, 400, 15284, 80, -258, 981
4580, 640, 15312, -30, -260, 984
4656, 520, 15412, -96, -195, 979
4716, 348, 15232, -204, -62, 961
4568, 304, 15412, -330, -9, 918
4444, 248, 15432, -425, -144, 786
4604, 216, 15564, -495, -331, 706
4704, 204, 15196, -505, -438, 718
4648, 144, 15116, -468, -355, 714
4856, 148, 15204, -446, -258, 751
4836, 64, 15272, -390, -197, 795
4624, 4, 15376, -295, -231, 844
4684, 72, 15372, -231, -372, 853
4780, -148, 15104, -161, -481, 850
4828, -56, 15004, -112, -431, 849
4836, -40, 14996, -22, -315, 867
4708, -24, 15248, 30, -184, 854
4688, 36, 15124, 61, -57, 822
4724, 140, 15256, 114, -6, 778
4812, 84, 15332, 71, -51, 719
4844, 284, 15328, 80, -21, 715
4896, 288, 15168, 14, 67, 756
4816, 320, 15132, 16, 173, 836
4724, 316, 15224, -48, 221, 885
4924, 256, 15132, -48, 230, 908
4860, 352, 15172, -55, 246, 965
4644, 180, 15476, -53, 161, 969
4648, 132, 15208, -105, 5, 998
4552, 192, 15356, -68, -87, 1032
4732, 84, 15056, -34, -38, 1027
4776, 52, 15008, -16, 100, 982
4816, 36, 15016, 64, 174, 984
4660, -52, 15212, 143, 206, 1012
4692, 20, 15056, 217, 173, 1006
4668, 12, 15096, 243, 179, 1044
4692, 144, 15288, 301, 178, 1097
4648, 72, 15356, 362, 152, 1095
4604, 52, 15288, 416, 158, 1106
4640, 120, 15216, 462, 193, 1104
4636, 80, 15220, 476, 230, 1075
4476, 240, 15416, 477, 290, 1039
4576, 160, 15220, 479, 283, 1039
4608, 220, 15396, 461, 256, 981
4524, 300, 15268, 449, 194, 969
4608, 340, 15544, 439, -59, 939
4716, 296, 15500, 402, -248, 902
4760, 324, 15032, 384, -215, 943
4684, 356, 14988, 336, -55, 983
4636, 360, 15356, 320, -23, 951
4704, 256, 15188, 273, -5, 929
4652, 360, 15180, 215, 82, 887
4536, 276, 15360, 164, 138, 827
4528, 332, 15472, 154, 86, 817
4592, 360, 15496, 199, -57, 838
4664, 288, 15208, 149, -30, 843
4712, 284, 15236, 132, 58, 885
4660, 260, 15264, 183, 65, 911
4600, 84, 15128, 241, 46, 953
4636, 60, 14968, 294, 73, 975
4712, 24, 14900, 425, 110, 1071
4620, 20, 15048, 655, -4, 1142
4556, 0, 15016, 825, -159, 1169
4472, -196, 15016, 984, -304, 1160
4480, -156, 14988, 1145, -477, 1146
4536, -120, 14972, 1346, -550, 1201
4632, -172, 14884, 1457, -518, 1218
4576, 4, 14988, 1658, -505, 1198
4488, 48, 14952, 1767, -512, 1179
4632, 112, 15052, 1871, -510, 1129
4476, 196, 15280, 1881, -475, 1160
4612, 388, 15312, 1969, -434, 1188
4696, 516, 15212, 1941, -380, 1212
4736, 564, 15228, 1887, -321, 1181
4816, 660, 15232, 1755, -210, 1179
4836, 608, 15356, 1635, -46, 1180
4804, 768, 15184, 1537, 110, 1196
4840, 772, 15252, 1463, 312, 1172
4820, 896, 15348, 1344, 377, 1170
4664, 756, 15516, 1265, 395, 1172
4620, 920, 15596, 1178, 329, 1212
4752, 916, 15544, 1117, 345, 1244
4724, 764, 15368, 1062, 347, 1230
4604, 808, 15468, 969, 375, 1215
4728, 836, 15548, 875, 404, 1154
4704, 816, 15432, 774, 423, 1071
4652, 832, 15408, 640, 497, 1061
4628, 892, 15520, 518, 635, 1014
4708, 964, 15548, 407, 633, 1021
4504, 1052, 15616, 334, 503, 1039
4524, 844, 15568, 212, 415, 1076
4664, 908, 15580, 123, 372, 1101
4508, 860, 15452, 37, 417, 1102
4464, 820, 15364, -60, 534, 1098
4472, 696, 15432, -136, 615, 1023
4504, 884, 15308, -199, 685, 933
4392, 676, 15268, -297, 740, 873
4512, 736, 15304, -346, 763, 883
4540, 528, 15208, -398, 773, 882
4612, 476, 14992, -360, 828, 946
4408, 376, 15200, -241, 703, 998
4428, 152, 15160, -81, 407, 923
4648, 252, 14612, 0, 472, 852
4340, 124, 14832, 90, 518, 824
4292, 32, 15148, 225, 250, 815
4324, -20, 15112, 430, 158, 800
4368, 140, 14908, 627, 160, 799
4376, 176, 14988, 812, 197, 834
4340, 316, 15032, 1046, 144, 877
4492, 424, 15060, 1177, 124, 899
4480, 556, 15140, 1280, 131, 924
4324, 540, 15440, 1388, -35, 1031
4368, 736, 15472, 1491, -206, 1154
4380, 768, 15372, 1564, -288, 1195
4412, 888, 15556, 1602, -351, 1234
4348, 872, 15568, 1606, -400, 1359
4432, 988, 15728, 1559, -441, 1373
4400, 1012, 15620, 1471, -509, 1383
4436, 1164, 15644, 1344, -524, 1341
4392, 1160, 15552, 1173, -450, 1265
4424, 1328, 15564, 971, -288, 1179
4472, 1252, 15472, 830, -97, 1061
4464, 1252, 15604, 600, 17, 988
4468, 1388, 15520, 408, 99, 908
4500, 1468, 15712, 188, 188, 900
4512, 1472, 15388, 39, 283, 899
4540, 1360, 15504, -106, 403, 912
4584, 1192, 15356, -195, 520, 897
4488, 1152, 15536, -271, 660, 915
4516, 1004, 15408, -295, 777, 908
4456, 1052, 15484, -397, 812, 902
4304, 824, 15384, -400, 711, 872
4304, 836, 15256, -409, 710, 864
4476, 652, 15260, -417, 788, 881
4256, 712, 15156, -377, 821, 847
4152, 708, 15208, -295, 875, 849
4176, 548, 15252, -208, 860, 828
4252, 504, 15388, -180, 723, 806
4196, 580, 15504, -90, 529, 773
4300, 656, 15296, -23, 430, 775
4404, 688, 15084, 33, 448, 813
4432, 724, 15284, 109, 483, 841
4264, 764, 15232, 123, 486, 850
4296, 728, 15368, 127, 457, 840
4340, 916, 15216, 137, 469, 823
4448, 840, 15136, 151, 593, 838
4316, 804, 15324, 125, 729, 846
4368, 884, 15312, 112, 826, 867
4356, 872, 15480, 48, 861, 829
4372, 1080, 15460, -12, 881, 835
4424, 1024, 15516, -41, 903, 866
4348, 1080, 15504, -88, 850, 855
4396, 1092, 15460, -127, 822, 888
4292, 1080, 15384, -206, 872, 897
4216, 1016, 15500, -251, 845, 882
4248, 936, 15444, -347, 784, 834
4192, 864, 15300, -396, 793, 819
4220, 984, 15244, -468, 842, 786
4264, 952, 15192, -523, 935, 782
4220, 876, 15388, -511, 918, 792
3976, 896, 15496, -477, 823, 804
4036, 876, 15540, -477, 647, 797
3956, 888, 15744, -498, 399, 797
4024, 740, 15572, -448, 35, 813
4040, 688, 15272, -429, -200, 802
4176, 712, 15264, -406, -199, 841
4012, 672, 15160, -389, -98, 820
3924, 576, 15256, -318, -57, 797
3960, 712, 15368, -215, -98, 742
4012, 640, 15348, -128, -218, 697
4184, 764, 15320, -96, -185, 716
4240, 900, 15096, -39, -103, 757
4188, 864, 15260, -64, -60, 805
4160, 876, 15440, -85, -8, 808
4116, 916, 15488, -87, -12, 810
4108, 972, 15488, -130, 57, 801
4180, 1036, 15376, -157, 163, 795
4224, 1084, 15412, -228, 274, 792
4224, 1044, 15472, -326, 352, 743
4180, 1056, 15508, -361, 465, 733
4192, 1068, 15404, -457, 543, 753
4084, 920, 15340, -566, 614, 722
4168, 1060, 15508, -621, 681, 711
4156, 964, 15416, -735, 748, 711
4140, 964, 15412, -786, 876, 672
4080, 960, 15408, -818, 944, 680
3992, 824, 15476, -878, 848, 665
4056, 996, 15540, -885, 727, 628
4092, 784, 15572, -886, 587, 693
4148, 916, 15496, -854, 468, 767
4160, 744, 15276, -871, 443, 818
4088, 788, 15400, -884, 507, 838
3972, 736, 15492, -865, 504, 823
3800, 816, 15640, -895, 454, 693
3776, 956, 15872, -1051, 421, 538
3800, 1100, 15988, -1259, 394, 285
3784, 1288, 16084, -1602, 459, 50
3868, 1428, 16120, -1962, 629, -149
3940, 1760, 16200, -2399, 862, -297
4188, 1788, 16436, -2784, 1000, -387
4208, 1844, 16104, -3207, 1178, -479
4116, 1712, 16120, -3538, 1345, -484
4144, 1572, 16232, -3836, 1395, -454
4116, 1544, 15984, -4003, 1336, -399
4072, 1304, 15784, -4166, 1331, -305
3984, 988, 15624, -4290, 1277, -217
4012, 684, 15464, -4331, 1231, -190
3976, 448, 15268, -4365, 1294, -179
3868, 92, 15236, -4365, 1384, -302
3516, 160, 15400, -4205, 1346, -347
3732, 4, 14872, -3987, 1460, -338
3904, -120, 14924, -3772, 1521, -274
3768, -300, 15288, -3539, 1291, -172
3768, -272, 15220, -3282, 1026, -38
3804, -408, 14936, -2994, 859, 142
3788, -272, 14940, -2721, 780, 366
3892, -552, 14668, -2431, 738, 503
3756, -612, 14820, -2190, 635, 600
3664, -724, 14752, -1866, 513, 689
3548, -820, 14572, -1540, 443, 705
3536, -956, 14600, -1147, 387, 775
3552, -988, 14688, -800, 285, 805
3536, -788, 14860, -431, 120, 790
3504, -764, 14904, -95, -17, 841
3532, -604, 15064, 165, -89, 868
3560, -268, 15200, 346, -101, 899
3744, -120, 15356, 423, -119, 912
3592, 224, 15688, 383, -164, 911
3784, 416, 15524, 371, -240, 937
3816, 648, 15788, 249, -275, 944
4044, 764, 15812, 86, -318, 999
3844, 796, 15964, -127, -323, 1006
3988, 832, 16004, -358, -278, 1022
3860, 928, 16092, -601, -195, 988
3880, 868, 15932, -778, -139, 952
3652, 780, 16096, -991, -214, 884
3592, 768, 16204, -1132, -299, 852
3684, 708, 16236, -1296, -349, 786
3620, 736, 16120, -1574, -148, 661
3592, 868, 16164, -1888, 28, 510
3512, 944, 16316, -2276, 226, 256
3488, 952, 16468, -2670, 349, 55
3648, 988, 16300, -3013, 476, -138
3708, 1096, 16044, -3355, 694, -284
3876, 1020, 16040, -3700, 849, -327
3956, 892, 16036, -4003, 963, -335
3860, 800, 15932, -4287, 1026, -347
3808, 532, 15980, -4513, 1035, -339
3776, 440, 15868, -4678, 963, -294
3732, 224, 15780, -4835, 920, -277
3664, -148, 15484, -4997, 939, -380
3460, -56, 15712, -4901, 822, -345
3508, -380, 15272, -4712, 803, -242
3428, -592, 15296, -4489, 748, -116
3496, -928, 15140, -4267, 650, -42
3552, -924, 15136, -4026, 492, -24
3596, -1092, 15004, -3765, 371, 37
3476, -1164, 14996, -3486, 312, 75
3384, -1192, 14912, -3225, 214, 173
3304, -1272, 15128, -2899, 53, 283
3380, -1192, 15168, -2535, -161, 405
3276, -1140, 15044, -2264, -353, 454
3396, -1216, 15076, -2091, -524, 469
3556, -960, 15176, -1927, -543, 477
3604, -928, 15080, -1840, -466, 516
3704, -940, 14980, -1718, -419, 519
3656, -924, 15100, -1571, -376, 564
3844, -924, 14960, -1446, -286, 629
3796, -932, 15064, -1424, -235, 686
3732, -952, 15256, -1289, -210, 709
3764, -880, 15296, -1184, -253, 762
3620, -876, 15384, -1098, -303, 807
3668, -924, 15200, -1025, -280, 801
3680, -916, 15320, -961, -223, 842
3668, -900, 15428, -845, -318, 853
3720, -948, 15392, -710, -417, 912
3784, -992, 15180, -589, -426, 973
3684, -984, 15116, -486, -368, 1019
3648, -896, 15208, -352, -386, 1053
3460, -920, 15240, -303, -438, 1101
3580, -828, 15488, -256, -471, 1090
3448, -828, 15352, -263, -383, 1115
3568, -720, 15524, -246, -292, 1028
3536, -596, 15364, -272, -244, 994
3556, -732, 15496, -303, -168, 911
3568, -608, 15508, -354, -156, 884
3656, -612, 15536, -486, -22, 849
3608, -476, 15640, -559, -25, 840
3540, -408, 15852, -564, -152, 862
3592, -392, 15576, -595, -202, 875
3604, -444, 15844, -665, -252, 896
3632, -480, 15664, -770, -250, 883
3580, -584, 15644, -885, -219, 824
3656, -692, 15720, -941, -198, 781
3492, -584, 15840, -939, -229, 743
3540, -676, 15588, -927, -313, 679
3760, -692, 15600, -973, -355, 684
3656, -760, 15556, -989, -306, 716
3560, -636, 15656, -946, -335, 746
3708, -664, 15668, -995, -307, 777
3520, -568, 15732, -1076, -281, 734
3476, -596, 15872, -1184, -249, 652
3564, -364, 15928, -1317, -157, 587
3544, -364, 15900, -1482, -110, 464
3704, -260, 15824, -1649, 18, 395
3776, -276, 15696, -1883, 147, 396
3724, -388, 15792, -2081, 208, 417
3732, -432, 15880, -2160, 204, 501
3700, -568, 15608, -2244, 241, 538
3696, -640, 15492, -2297, 356, 537
3564, -796, 15624, -2371, 427, 497
3672, -904, 15556, -2442, 473, 485
3488, -1008, 15424, -2399, 444, 485
3500, -1048, 15472, -2358, 359, 518
3672, -1160, 15304, -2257, 366, 538
3584, -1244, 15128, -2210, 357, 587
3556, -1372, 15080, -2078, 379, 611
3432, -1404, 15100, -1878, 275, 719
3504, -1424, 15260, -1662, 96, 720
3564, -1472, 15052, -1538, 80, 675
3644, -1368, 15100, -1434, 179, 658
3488, -1428, 15068, -1348, 185, 714
3452, -1500, 15556, -1230, -48, 734
3544, -1484, 15600, -1059, -321, 824
3720, -1452, 15284, -873, -529, 975
3628, -1488, 14968, -758, -486, 1061
3572, -1480, 15108, -649, -370, 1115
3480, -1508, 15000, -514, -386, 1113
3468, -1528, 15232, -380, -422, 1104
3296, -1520, 15272, -253, -462, 1109
3448, -1448, 15436, -68, -504, 1152
3524, -1384, 15272, 39, -499, 1128
3536, -1212, 15360, 85, -485, 1104
3596, -1096, 15404, 61, -432, 1127
3684, -1100, 15468, 66, -400, 1152
3696, -1068, 15504, 41, -380, 1142
3720, -892, 15584, 19, -308, 1212
3756, -852, 15676, -49, -285, 1264
3652, -860, 15888, -75, -340, 1295
3608, -876, 15768, -170, -418, 1266
3628, -740, 15864, -245, -477, 1247
3660, -812, 15736, -411, -573, 1226
3716, -876, 15668, -556, -643, 1211
3740, -848, 15776, -624, -669, 1183
3544, -896, 15724, -671, -727, 1231
3640, -1044, 15496, -711, -730, 1278
3608, -996, 15516, -703, -689, 1291
3512, -1112, 15392, -716, -605, 1288
3572, -1328, 15340, -690, -512, 1251
3588, -1388, 15336, -631, -415, 1239
3576, -1404, 15448, -574, -322, 1234
3504, -1416, 15348, -494, -221, 1203
3476, -1376, 15264, -420, -196, 1147
3616, -1288, 15556, -393, -118, 1111
3432, -1392, 15428, -344, -114, 1132
3628, -1160, 15372, -266, -154, 1146
3624, -1208, 15388, -258, -148, 1180
3668, -1176, 15564, -222, -174, 1205
3628, -1156, 15604, -191, -253, 1231
3572, -1188, 15576, -187, -366, 1233
3548, -1124, 15360, -187, -447, 1281
3700, -1216, 15476, -183, -404, 1306
3628, -1172, 15440, -184, -368, 1324
3632, -1160, 15548, -93, -472, 1324
3584, -1240, 15616, -93, -524, 1316
3684, -1120, 15400, -78, -489, 1376
3736, -1124, 15472, -79, -425, 1412
3540, -1144, 15372, -74, -374, 1446
3668, -1192, 15376, -84, -342, 1442
3684, -1204, 15444, -125, -321, 1438
3520, -1260, 15552, -136, -325, 1373
3516, -1336, 15444, -151, -283, 1339
3540, -1224, 15308, -162, -218, 1283
3520, -1320, 15464, -138, -205, 1261
3644, -1288, 15512, -98, -187, 1212
3536, -1220, 15532, -66, -254, 1189
3520, -1232, 15512, -28, -264, 1132
3636, -1184, 15432, -84, -196, 1116
3548, -1092, 15488, -168, -122, 1075
3576, -992, 15648, -201, -86, 992
3536, -1112, 15660, -285, -74, 957
3652, -948, 15616, -339, -84, 900
3672, -1068, 15552, -391, -12, 924
3764, -1008, 15620, -415, 49, 927
3640, -1084, 15412, -433, 64, 924
3616, -1036, 15756, -427, 35, 954
3612, -1080, 15652, -433, -58, 952
3612, -1200, 15416, -428, -153, 985
3724, -1232, 15440, -406, -167, 1025
3560, -1512, 15556, -340, -263, 1028
3504, -1308, 15540, -270, -357, 1045
3652, -1416, 15208, -202, -341, 1044
3704, -1420, 15424, -100, -302, 1034
3544, -1436, 15392, -20, -297, 1007
3548, -1388, 15332, 30, -339, 982
3512, -1336, 15316, 115, -320, 984
3572, -1308, 15612, 185, -345, 1047
3704, -1096, 15336, 212, -364, 1082
3604, -1200, 15352, 182, -323, 1122
3560, -1156, 15444, 189, -266, 1123
3528, -1108, 15520, 153, -241, 1124
3628, -1040, 15740, 53, -217, 1121
3480, -1028, 15824, -7, -276, 1059
3560, -1076, 15616, -106, -331, 996
3756, -1020, 15504, -164, -248, 978
3636, -980, 15356, -243, -157, 991
3616, -1028, 15424, -215, -141, 987
3592, -1056, 15560, -221, -123, 1007
3700, -1160, 15688, -228, -84, 1013
3652, -1276, 15452, -223, -51, 1018
3620, -1148, 15672, -180, -88, 1010
3596, -1232, 15512, -165, -129, 1049
3672, -1304, 15368, -117, -139, 1047
3596, -1316, 15528, -62, -117, 1089
3600, -1272, 15492, 19, -118, 1082
3580, -1328, 15428, 49, -104, 1066
3536, -1328, 15476, 81, -88, 1045
3540, -1284, 15576, 162, -162, 1058
3556, -1264, 15604, 189, -278, 1018
3668, -1236, 15456, 172, -365, 1023
3744, -1200, 15628, 191, -407, 1043
3660, -1272, 15484, 189, -400, 1082
3648, -1164, 15472, 214, -366, 1101
3608, -1220, 15416, 236, -359, 1119
3552, -1244, 15536, 275, -364, 1113
3608, -1160, 15376, 346, -367, 1056
3580, -1088, 15464, 335, -394, 1036
3724, -1164, 15396, 344, -411, 1044
3744, -1060, 15364, 335, -366, 1075
3736, -1004, 15468, 319, -360, 1106
3748, -1088, 15312, 302, -324, 1150
3744, -1092, 15428, 303, -338, 1195
3612, -1188, 15620, 306, -303, 1248
3648, -1088, 15424, 304, -291, 1227
3628, -1248, 15460, 318, -261, 1234
3520, -1244, 15548, 325, -231, 1202
3472, -1152, 15384, 377, -145, 1179
3480, -1116, 15536, 375, -142, 1181
3484, -1272, 15336, 433, -195, 1162
3616, -1364, 15312, 514, -279, 1194
3600, -1228, 15380, 628, -342, 1220
3536, -1236, 15180, 744, -316, 1260
3584, -1408, 15404, 820, -391, 1304
3600, -1348, 15492, 949, -608, 1281
3700, -1364, 15232, 1025, -735, 1319
3596, -1220, 15068, 1123, -723, 1370
3628, -1300, 15084, 1248, -654, 1420
3568, -1364, 15304, 1386, -630, 1441
3472, -1336, 15412, 1512, -668, 1407
3528, -1212, 15396, 1592, -748, 1357
3652, -1192, 15312, 1626, -715, 1311
3676, -1156, 15284, 1663, -624, 1342
3640, -1024, 15460, 1667, -560, 1370
3624, -1000, 15464, 1655, -532, 1380
3748, -916, 15560, 1659, -527, 1355
3700, -780, 15688, 1634, -529, 1373
3688, -788, 15592, 1602, -495, 1406
3688, -640, 15464, 1598, -480, 1396
3816, -660, 15544, 1558, -460, 1408
3700, -684, 15500, 1515, -411, 1409
3756, -624, 15612, 1451, -391, 1401
3736, -676, 15588, 1426, -356, 1447
3720, -780, 15464, 1372, -327, 1418
3624, -780, 15540, 1353, -293, 1409
3888, -652, 15416, 1315, -312, 1397
3896, -612, 15572, 1220, -227, 1379
3708, -712, 15800, 1215, -321, 1365
3728, -744, 15444, 1209, -323, 1378
3684, -744, 15632, 1205, -285, 1398
3720, -772, 15516, 1167, -319, 1401
3688, -832, 15684, 1170, -329, 1385
3796, -712, 15532, 1174, -343, 1366
3732, -592, 15528, 1177, -287, 1403
3708, -704, 15352, 1236, -247, 1411
3520, -688, 15524, 1246, -328, 1405
3600, -584, 15712, 1207, -453, 1358
3716, -552, 15504, 1176, -504, 1306
3680, -604, 15484, 1118, -454, 1314
3848, -360, 15444, 1029, -363, 1281
3804, -332, 15732, 974, -343, 1286
3764, -292, 15832, 878, -349, 1240
3784, -356, 15740, 823, -324, 1259
3808, -456, 15660, 714, -294, 1242
3724, -368, 15660, 609, -245, 1214
3744, -296, 15632, 514, -159, 1208
3688, -388, 15912, 464, -230, 1191
3852, -500, 15684, 392, -253, 1134
3860, -452, 15588, 339, -247, 1107
3784, -520, 15696, 305, -202, 1119
3784, -616, 15484, 296, -125, 1079
3848, -448, 15596, 258, -85, 1066
3808, -476, 15664, 290, -78, 1085
3744, -552, 15564, 333, -100, 1074
3748, -460, 15480, 373, -48, 1090
3568, -608, 15620, 389, -130, 1121
3684, -564, 15492, 452, -314, 1088
3840, -540, 15576, 469, -424, 1088
3772, -472, 15508, 440, -396, 1121
3684, -560, 15452, 427, -380, 1137
3720, -436, 15404, 420, -362, 1112
3624, -548, 15384, 380, -336, 1102
3624, -504, 15544, 381, -350, 1069
3576, -488, 15468, 379, -343, 1045
3700, -492, 15520, 351, -298, 1019
3644, -352, 15668, 322, -221, 1016
3616, -356, 15540, 257, -251, 1012
3604, -396, 15612, 246, -214, 1018
3888, -444, 15596, 165, -167, 1014
3752, -436, 15680, 148, -104, 1028
3680, -432, 15728, 100, -99, 980
3648, -416, 15584, 80, -69, 976
3720, -304, 15624, 52, -53, 948
3720, -336, 15784, -17, -51, 928
3684, -408, 15700, -48, -65, 934
3708, -224, 15572, -95, -149, 939
3764, -320, 15724, -121, -212, 944
3772, -284, 15392, -166, -278, 941
3744, -448, 15292, -182, -284, 955
3760, -368, 15544, -205, -261, 996
3688, -516, 15508, -218, -283, 966
3668, -460, 15532, -208, -264, 953
3576, -524, 15500, -240, -297, 907
3672, -544, 15500, -236, -251, 845
3572, -464, 15532, -244, -236, 861
3816, -456, 15344, -225, -233, 879
3708, -424, 15480, -208, -225, 874
3772, -384, 15440, -196, -162, 888
3728, -512, 15552, -220, -146, 893
3684, -492, 15416, -243, -92, 875
3844, -424, 15524, -231, -74, 894
3772, -436, 15492, -239, -50, 881
3816, -480, 15452, -199, -12, 889
3608, -456, 15572, -171, 23, 888
3676, -600, 15464, -179, -56, 932
3744, -484, 15428, -148, -73, 941
3764, -448, 15544, -136, -3, 971
3672, -504, 15468, -117, 12, 965
3716, -404, 15564, -123, -61, 964
3784, -436, 15460, -118, -124, 971
3860, -428, 15460, -111, -83, 1013
3744, -428, 15464, -117, -43, 1036
3668, -496, 15544, -68, -57, 1065
3664, -476, 15592, -87, -23, 1031
3540, -452, 15584, -84, -40, 1025
3652, -508, 15576, -119, -51, 973
3676, -528, 15488, -158, 2, 949
3680, -504, 15616, -181, 16, 896
3672, -400, 15480, -201, 26, 879
3776, -468, 15536, -256, 32, 897
3684, -412, 15392, -283, 49, 903
3668, -456, 15416, -317, 45, 911
3684, -540, 15448, -314, 56, 886
3676, -532, 15544, -322, 75, 874
3624, -520, 15356, -291, 135, 859
3588, -528, 15476, -264, 119, 833
3608, -416, 15328, -234, 140, 835
3640, -496, 15676, -214, 103, 847
3592, -448, 15572, -157, -127, 865
3604, -544, 15520, -155, -303, 883
3784, -476, 15452, -164, -262, 951
3792, -560, 15312, -167, -216, 1021
3680, -612, 15428, -112, -208, 1056
3572, -548, 15644, -71, -253, 1011
3536, -536, 15672, -61, -262, 960
3612, -480, 15484, -65, -205, 921
3648, -432, 15400, -53, -106, 895
3676, -488, 15620, -107, -82, 837
3648, -352, 15540, -149, -106, 789
3836, -400, 15536, -202, -162, 801
3828, -404, 15428, -195, -105, 825
3828, -416, 15504, -269, -59, 877
3780, -316, 15740, -270, -115, 886
3716, -380, 15568, -278, -131, 884
3700, -472, 15484, -294, -154, 876
3720, -400, 15580, -331, -147, 934
3684, -440, 15540, -298, -228, 935
3836, -556, 15424, -310, -265, 925
3844, -632, 15564, -278, -195, 936
3628, -532, 15364, -249, -181, 967
3640, -468, 15580, -185, -199, 1000
3596, -456, 15484, -197, -171, 976
3644, -400, 15504, -172, -164, 992
3656, -516, 15460, -177, -156, 969
3600, -580, 15424, -214, -107, 950
3584, -516, 15504, -247, -69, 926
3624, -484, 15220, -243, -39, 893
3572, -400, 15448, -255, 8, 878
3620, -516, 15468, -309, 33, 860
3612, -452, 15716, -315, 42, 863
3596, -488, 15532, -326, 14, 878
3696, -452, 15472, -322, 50, 848
3500, -352, 15448, -365, 79, 825
3620, -464, 15532, -360, 140, 826
3636, -456, 15524, -384, 182, 794
3480, -464, 15844, -436, -46, 740
3596, -536, 15764, -444, -403, 726
3792, -604, 15552, -442, -452, 787
3828, -484, 15300, -389, -334, 879
3676, -608, 15412, -275, -294, 943
3500, -672, 15416, -206, -332, 948
3624, -636, 15496, -127, -362, 889
3524, -588, 15344, -90, -302, 898
3608, -604, 15388, -103, -191, 853
3664, -648, 15452, -102, -145, 830
3652, -488, 15268, -93, -85, 837
3744, -532, 15524, -132, -44, 842
3680, -384, 15556, -195, -91, 809
3584, -452, 15892, -229, -237, 844
3564, -440, 15764, -190, -410, 858
3812, -368, 15644, -252, -381, 855
3768, -484, 15288, -282, -249, 898
3620, -504, 15380, -252, -164, 909
3700, -476, 15540, -266, -155, 889
3660, -500, 15340, -219, -170, 852
3628, -536, 15572, -227, -131, 846
3692, -576, 15588, -200, -88, 848
3708, -564, 15468, -203, -36, 871
3656, -504, 15452, -111, -119, 891
3672, -564, 15624, -100, -214, 914
3672, -556, 15460, -96, -199, 960
3652, -436, 15384, -85, -120, 956
3484, -508, 15444, -77, -55, 941
3660, -476, 15524, -96, -39, 937
3528, -512, 15532, -106, -56, 888
3648, -432, 15576, -185, -51, 860
3704, -388, 15660, -212, -9, 845
3656, -376, 15456, -250, -54, 850
